,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
171,Krazy World,Take Me To Your Leader,King Geedorah,2003-06-17,283920,43,0.412,0.091,0.816,0.0,0.0844,-1.987,0.104,95.752,0.748
172,All Caps,Madvillainy,Madvillain,2004-03-24,130479,30,0.358,0.266,0.889,1.46e-05,0.172,-8.045,0.335,85.61,0.666
173,Great Day (Four Tet Remix),Four Tet Remixes,Madvillain,2005,174440,5,0.488,0.588,0.621,0.0,0.0573,-10.542,0.195,86.98,0.48
174,Parallel 1,Parallel,Four Tet,2020-12-25,1606164,36,0.398,0.922,0.0501,0.918,0.106,-17.46,0.0357,140.003,0.151
175,Parallel 9,Parallel,Four Tet,2020-12-25,435070,36,0.419,0.921,0.287,0.316,0.341,-16.891,0.0878,130.042,0.0862
176,0000 871 0003,871,00110100 01010100,2020-12-25,75417,31,0.395,0.748,0.26,0.848,0.115,-16.153,0.048,152.546,0.0724
177,I Like Cars,I Like Cars,Fridge,2020-12-11,43373,11,0.88,0.309,0.615,0.00245,0.105,-4.644,0.0989,155.067,0.27
178,see me,see me,2hollis,2020-12-12,154000,12,0.709,0.527,0.858,0.00186,0.719,-2.276,0.139,75.035,0.467
179,Webs,Webs,RamonPang,2020-07-27,218181,25,0.516,0.335,0.853,0.333,0.0654,-3.867,0.0747,131.949,0.169
180,Blue Is Dope,20in20b,Various Artists,2020-12-11,282069,10,0.611,0.422,0.907,0.929,0.0967,-6.255,0.0894,75.992,0.953
181,No Rest (Stealing Voice),The Eye of Jupiter,Sonic,2020-12-04,344306,5,0.666,0.0145,0.718,0.934,0.0964,-15.23,0.0568,145.022,0.608
182,nosummer,NOWINTER NOSUMMER,AHO,2020-11-27,252066,11,0.33,0.935,0.122,0.837,0.0982,-24.088,0.0352,133.769,0.0577
183,Road Of The Lonely Ones,Road Of The Lonely Ones,Madlib,2020-12-14,218466,44,0.641,0.425,0.314,0.41,0.116,-11.56,0.0375,95.969,0.123
184,Kacey Talk,Top,YoungBoy Never Broke Again,2020-09-11,151248,69,0.877,0.535,0.607,0.0,0.138,-7.818,0.15,127.055,0.773
185,Her Revolution,Her Revolution / His Rope,Burial,2020-12-11,348973,50,0.466,0.92,0.51,0.719,0.105,-14.373,0.0715,117.316,0.187
186,His Rope,Her Revolution / His Rope,Burial,2020-12-11,332000,48,0.485,0.735,0.468,0.593,0.0995,-13.861,0.122,115.817,0.695
187,Mirosbass,De Prepo,Jorge López Ruiz 5,1971-04-23,274173,5,0.355,0.00429,0.521,0.944,0.318,-16.047,0.0563,124.617,0.822
188,Jandira,Mestiço,Luiz Henrique,1972-01-01,326519,16,0.591,0.512,0.581,0.124,0.114,-9.974,0.0389,134.199,0.65
189,Rio Corrente,Guilherme Coutinho E O Grupo Stalo,Guilherme Coutinho,1978-08-05,271334,18,0.583,0.393,0.422,0.0166,0.121,-15.638,0.0362,81.668,0.643
190,Lullaby,Codona 3,Codona,1983-02-28,220573,11,0.342,0.991,0.0333,0.972,0.109,-22.857,0.0378,129.05,0.0608
191,Starless and Bible Black,Under Milk Wood: Jazz Suite,The Stan Tracey Quartet,2010-04-05,231026,19,0.269,0.972,0.0196,0.473,0.0769,-28.973,0.0381,62.642,0.255
192,A New Kind Of Quiet,Sounds of Healing in Isolation,Spirituals,2020-12-01,210309,36,0.25,0.966,0.114,0.949,0.107,-27.107,0.0656,152.967,0.278
193,Disrupt #4 - Original,Disrupt #4,Emanative,2020-11-06,287056,9,0.796,0.703,0.597,0.0958,0.1,-10.108,0.0463,104.011,0.799
194,Detrant - Original Mix,Neunachi EP,Ricardo Villalobos,2020-11-30,773500,7,0.771,0.0292,0.571,0.916,0.111,-12.374,0.0512,134.398,0.108
195,Together - Bailey Ibbs Remix,Heights,Rotty,2020-10-30,350163,7,0.803,0.00066,0.928,0.897,0.0692,-7.578,0.0819,132.012,0.981
196,Power Tool,Power Tool,Nikki Nair,2020-11-27,299206,18,0.823,0.000868,0.837,0.00699,0.269,-7.263,0.171,136.942,0.683
197,Antigravity Love feat. Larry Powell - KenLou Dubb Instrumental,Antigravity Love (Masters At Work Remixes),Krust,2020-11-20,379354,6,0.809,5.46e-05,0.534,0.859,0.201,-12.032,0.0672,124.005,0.392
198,Text - Totally Enormous Extinct Dinosaurs Remix,Text (Totally Enormous Extinct Dinosaurs Remix),Darkstar,2020-12-03,308544,28,0.731,0.000543,0.792,0.427,0.0264,-7.221,0.0374,126.019,0.318
199,Time Warps,Time Warps,Richie Hawtin,2020-11-27,1118066,25,0.611,0.00887,0.662,0.914,0.0949,-10.078,0.0394,137.947,0.29
200,Negative Returns - Four Tet Remix,Negative Returns (Four Tet Remix),Krust,2020-11-25,333176,29,0.498,0.0571,0.808,0.744,0.0769,-7.729,0.0425,169.979,0.052
201,I Dnt Care,Tree,2hollis,2020-10-14,128000,11,0.708,0.0327,0.485,0.000626,0.084,-4.687,0.154,150.037,0.701
202,Our Scene,Translate,Luke Abbott,2020-11-20,334419,13,0.437,0.278,0.899,0.857,0.366,-9.126,0.0375,99.018,0.752
203,Glass Story,Out of Home,Luděk Boura,2010-05-28,399800,8,0.401,0.939,0.167,8.19e-05,0.0911,-18.403,0.0708,97.978,0.313
204,Tear Vial,Lamentations,William Basinski,2020-11-13,285706,20,0.277,0.98,0.0327,0.954,0.0986,-26.309,0.0302,69.737,0.138
205,Povo da Raça Brasil,Maria Maria (Último Trem),Milton Nascimento,1996-04-20,322386,5,0.722,0.117,0.388,0.00134,0.229,-10.534,0.355,126.501,0.884
206,Now Jazz Ramwong,Now Jazz Ramwong,Albert Mangelsdorff Quintet,1980,540000,7,0.457,0.236,0.381,0.0126,0.101,-15.065,0.0405,92.715,0.423
207,De l'Orient à l'Orion,Mobilisation Générale: Protest and Spirit Jazz from France (1970-1976),Various Artists,2013-12-02,303160,11,0.453,0.354,0.685,4.58e-06,0.223,-9.618,0.081,79.763,0.562
208,My One And Only,Sock Some Love Power To Me: Rare Detroit Soul (1963-1970),Lee Rogers,2004-01-01,163826,4,0.646,0.115,0.509,0.000148,0.323,-10.001,0.0301,111.557,0.633
209,Above The Clouds,Wu-Chronicles: Chapter 2,Wu-Tang Clan,2001-07-03,225693,40,0.481,0.331,0.922,0.000122,0.253,-4.358,0.319,172.404,0.673
210,Shake Ya Bum Bum (feat. Lil' Shanice),La Bella Mafia,Lil' Kim,2003-03-03,198933,16,0.865,0.0571,0.687,0.0,0.109,-5.439,0.297,91.722,0.403
211,1nce Again (feat. Tammy Lucas) - Radio Version,"Beats, Rhymes & Life",A Tribe Called Quest,1996-07-30,229226,48,0.796,0.0853,0.542,3.2e-05,0.36,-6.751,0.302,93.668,0.855
212,Mawethu,Heartbeat of Africa Uyandibiza,Amampondo,2009-11-01,204400,9,0.404,0.0125,0.707,0.92,0.14,-18.349,0.0655,125.239,0.946
213,Running 2,Dream About The Poison,Nora On Tape,2020-10-02,87000,3,0.451,0.112,0.733,0.714,0.425,-9.074,0.244,80.129,0.247
214,Clipper - Another 5 Years,Clipper (Another 5 Years),Overmono,2020-10-29,258240,0,0.678,0.0889,0.848,0.859,0.27,-9.007,0.0442,138.013,0.268
215,Bounce 2,Your Need,Kedr Livanskiy,2019-05-03,200453,0,0.743,0.000558,0.659,0.846,0.173,-8.878,0.0539,144.952,0.276
216,M to the B,M to the B,Millie B,2020-09-18,137743,58,0.897,0.571,0.513,0.0,0.101,-6.973,0.309,139.935,0.692
217,Bow Ecco,Magic Oneohtrix Point Never,Oneohtrix Point Never,2020-10-30,131209,30,0.272,0.882,0.667,0.412,0.293,-7.523,0.0429,88.15,0.135
218,AsloHop - Original Mix,AsloHop EP,Ricardo Villalobos,2020-10-07,741374,10,0.807,0.00859,0.772,0.864,0.102,-13.034,0.0552,128.007,0.465
219,Ravi - Shanti Celeste Remix,Suddenly Remixes EP,Caribou,2020-10-22,313001,0,0.792,0.0224,0.739,0.906,0.0641,-10.372,0.0595,135.012,0.752
220,Rainbo Locals - Four Tet Remix,Backyard Blenders: The Remixes,A Grape Dope,2020-10-16,265979,11,0.779,0.00561,0.831,0.852,0.161,-11.159,0.0627,140.814,0.853
221,Tron - Kieran Hebden Version,Collected Reworks,Foals,2020-10-09,497293,17,0.696,0.00363,0.476,0.565,0.068,-7.948,0.085,147.995,0.658
222,Everything U Need,Everything U Need,Overmono,2020-10-05,358280,0,0.717,0.462,0.813,0.932,0.076,-10.039,0.0403,133.007,0.176
223,The Relic,A View of U,Machinedrum,2020-10-09,262897,30,0.618,0.0535,0.778,0.261,0.219,-6.527,0.137,161.974,0.504
224,Disco Manila,Disco Manila,Tarsius,2020-10-02,226889,7,0.674,0.0822,0.994,0.867,0.159,-4.497,0.0835,127.031,0.186
225,Balloons - Kieran Hebden Version,Collected Reworks,Foals,2020-10-09,522573,18,0.527,0.00582,0.719,0.622,0.112,-6.748,0.0382,137.725,0.709
226,Conditions (Kieran Hebden mix),Conditions (Kieran Hebden mix),Rozi Plain,2020-10-02,267109,9,0.578,0.826,0.228,0.199,0.109,-13.467,0.0356,100.125,0.198
227,The Spell - Burial Mix,The Spell (Burial Mix),Charles Webster,2020-09-28,479952,30,0.486,0.686,0.469,0.725,0.381,-18.607,0.109,123.026,0.315
228,Ordinary Boy - Floating Points Remix,Ordinary Boy (Floating Points Remix),Ultraísta,2020-09-29,453899,27,0.756,0.00444,0.53,0.611,0.146,-9.038,0.0929,125.034,0.31
229,"My Night, My Day","u,i",Olivier Alary,2020-09-25,318747,21,0.289,0.507,0.495,0.904,0.181,-14.096,0.0805,91.054,0.0661
230,Colors - 2020 Remaster,Sign O' The Times (Super Deluxe),Prince,2020-09-25,61098,30,0.471,0.985,0.0561,0.901,0.107,-17.368,0.0357,112.405,0.0767
231,Beco,Quarto Relatório Anual,Pandit Pam Pam,2020-09-25,148932,27,0.14,0.944,0.0705,0.958,0.111,-16.569,0.0378,100.208,0.0368
232,Nevaeh Ni Ecalp A - 2020 Remaster,Sign O' The Times (Super Deluxe),Prince,2020-09-25,153272,14,0.254,0.925,0.0867,0.00303,0.0942,-22.616,0.0473,124.853,0.0643
233,Blossom,Perfume / Blossom,Logic1000,2020-09-25,286384,0,0.757,0.0286,0.828,0.871,0.0731,-6.926,0.0472,129.0,0.428
234,Hospital Harpist,Hospital Harpist,Spirituals,2020-09-16,378500,6,0.0666,0.805,0.145,0.92,0.093,-15.999,0.047,75.266,0.0326
235,0181 000 0011,0181,00110100 01010100,2017-08-18,42213,12,0.289,0.64,0.144,0.831,0.115,-23.78,0.0478,134.961,0.295
236,Lam Seung Bang Fai - Original Version,Chansons Laotiennes,Sothy,2017-01-20,291106,7,0.612,0.288,0.467,0.0,0.0695,-10.353,0.0311,81.333,0.818
237,La chanson des granges brûlées / Song of the Burnt Barns,Les Granges Brûlées (Original Soundtrack),Jean-Michel Jarre,1973-01-01,165040,13,0.186,0.305,0.686,0.000172,0.0768,-4.596,0.0358,119.375,0.0814
238,Zé e Paraná,Zé e Paraná,Azymuth,2020-09-18,250824,36,0.216,0.651,0.164,0.955,0.127,-13.284,0.0417,209.854,0.333
239,Mars Detection,Between The Universes,Tritonus,1976,486171,6,0.464,0.738,0.455,0.9,0.2,-17.208,0.0341,139.608,0.464
240,Welcome To Love,Play Back,Space Art,1980,400944,8,0.637,0.0451,0.867,0.564,0.286,-11.899,0.0348,107.558,0.766
241,Lady Orange Peel,Hi Ho Silver Lining - The Decca Recordings,The Attack,2014-01-01,148391,11,0.54,0.0572,0.57,0.0477,0.103,-13.04,0.0311,94.333,0.814
242,How Does It Feel to Feel (Us Version),Our Music Is Red - With Purple Flashes (Deluxe),The Creation,2017-05-05,190280,13,0.137,0.00583,0.824,0.0,0.103,-6.721,0.0732,210.029,0.563
243,Dreamworld,Introspection,The End,1969,256173,17,0.306,0.0493,0.598,0.02,0.112,-9.809,0.0366,98.173,0.293
244,Scientist - Cultured Dub,Three The Hard Way,Scientist,2010-01-30,239124,8,0.777,0.0594,0.308,0.862,0.112,-15.627,0.127,140.27,0.548
245,Ma Aarfeen Nagool Shino! (We Don’t Know What to Say!),Two Niles to Sing a Melody: The Violins & Synths of Sudan,Various Artists,2018-09-14,331927,8,0.575,0.214,0.59,0.00308,0.611,-6.58,0.118,90.01,0.944
246,Gidhian Di Raniye Ne Gidhe Wich Aa,Gidhian Di Raniye,A.S. Kang,2017-10-10,181173,19,0.709,0.797,0.539,0.0,0.0749,-11.343,0.0705,82.793,0.966
247,A New Day (is Here at Last),A New Day! The Complete Mus-I-Col Recordings of JC Davis,JC Davis,2005-06-14,191866,16,0.652,0.0685,0.779,0.956,0.0761,-6.064,0.0423,114.054,0.946
248,Gray Area - Instrumental,BUBBA (Instrumental Version),KAYTRANADA,2020-09-04,139653,30,0.816,0.00101,0.747,0.544,0.0959,-8.657,0.099,110.042,0.184
249,Abstract,Conservatory of Flowers,Maria Teriaeva,2020-04-17,204249,6,0.712,0.726,0.412,0.886,0.433,-14.511,0.0791,188.407,0.571
250,Ender,Snake Dance EP,Al Wootton,2020-09-04,278976,19,0.471,0.00226,0.862,0.922,0.0806,-6.776,0.089,88.619,0.471
251,Mr. Law Man,Krotone 002,Krotone,2019-10-21,394782,5,0.778,8.38e-05,0.83,0.888,0.0981,-9.964,0.0629,130.029,0.0502
252,Exaptation,Timeslips,Tangents,2020-09-04,413066,4,0.389,0.0529,0.528,0.659,0.0572,-12.478,0.0529,149.622,0.116
253,Karlaplan,Karlaplan,Off The Meds,2020-09-04,218220,21,0.797,0.623,0.825,0.857,0.115,-9.56,0.054,130.011,0.878
254,"Unknown, Forever Unknown - Alt.v5",ODCD ALT VERSIONS,Vegyn,2020-08-14,83218,15,0.665,0.163,0.42,0.236,0.358,-10.733,0.13,154.017,0.16
255,Night Echoes,Night Echoes,Kareem Ali,2020-05-01,316865,19,0.818,0.0444,0.767,0.000286,0.347,-8.278,0.304,128.059,0.38
256,Touchpad,Touchpad,Two Shell,2020-10-09,306705,26,0.697,0.000998,0.654,0.919,0.116,-15.215,0.0447,133.017,0.11
257,Gamelan,"Ahh-Ahh - Music for Ed Tannenbaum's Technological Feets, 1984-1987",Maggi Payne,2012-06-15,185626,0,0.8,0.819,0.404,0.951,0.0713,-16.601,0.093,100.732,0.797
258,Is It True - Four Tet Remix,Is It True (Four Tet Remix),Tame Impala,2020-08-21,325805,45,0.697,0.469,0.598,0.118,0.0659,-7.722,0.0295,117.992,0.112
259,"I Love You So Much (Mirror, Mirror Flip)",Love Heals II,Kareem Ali,2020-07-17,148871,10,0.589,0.000814,0.779,0.928,0.108,-7.957,0.0587,163.124,0.456
260,Like,Help,Duval Timothy,2020-08-07,257002,30,0.483,0.894,0.796,0.573,0.0943,-13.54,0.0765,112.434,0.599
261,Kagen Sound,Kagen Sound,Luke Abbott,2020-08-14,187190,25,0.58,0.104,0.475,0.81,0.108,-14.303,0.0374,93.977,0.0365
262,La vita nuova - Logic1000 Remix,La vita nuova (Remixes),Christine and the Queens,2020-08-14,225626,0,0.787,0.013,0.518,0.864,0.108,-10.201,0.0478,120.982,0.202
263,Mi Cuerpo,Mi Cuerpo,Pearson Sound,2020-08-14,228068,26,0.832,0.0132,0.751,0.000834,0.717,-7.201,0.204,124.013,0.37
264,Rain 3,Yes,Shinichi Atobe,2020-07-17,455548,25,0.747,0.769,0.333,0.917,0.0959,-17.667,0.0753,127.052,0.828
265,Human Race,Human Race b/w Grey Boy,Human Race,1971-01-01,185929,25,0.737,0.595,0.538,0.418,0.105,-9.414,0.0421,100.018,0.453
266,Love Grows a Flower,Impala Syndrome,Impala Syndrome,2015-02-23,224280,5,0.629,0.0664,0.515,0.00758,0.102,-12.131,0.0387,91.202,0.353
267,At Last...The Beginning - Demo,At Last...The Beginning - The Making Of Electric Ladyland: The Early Takes Sampler,Jimi Hendrix,2018-11-09,96760,15,0.196,0.336,0.202,0.933,0.11,-26.194,0.0539,82.787,0.0367
268,Rainbo Locals,Arthur King Presents A Grape Dope: Backyard Bangers,A Grape Dope,2020-08-07,157253,3,0.572,0.0002,0.874,0.402,0.0947,-4.8,0.0604,140.774,0.688
269,Vulnerable in Bihag,Vulnerable in Bihag / Mose Bole Na,Hedrun,2020-07-29,256000,20,0.421,0.935,0.265,0.374,0.103,-14.26,0.0287,96.026,0.0389
270,Unconditional Oceans,b7,Brandy,2020-07-31,232635,31,0.426,0.535,0.539,0.0,0.513,-4.734,0.157,82.263,0.337
271,Venus,Eschaton EP,Malin Genie,2020-07-24,468078,22,0.799,0.00271,0.772,0.904,0.118,-8.662,0.0497,130.002,0.628
272,Pree Me,Pree Me / Get That Juice,Roska,2020-01-24,187884,17,0.837,0.111,0.834,0.00591,0.0671,-5.584,0.0925,129.991,0.761
273,KEYGEN 2 MI H34RT,Lickety Split,Martyn Bootyspoon,2020-07-30,182626,6,0.538,0.00379,0.83,0.371,0.226,-9.968,0.0501,137.963,0.424
274,B1llionz,B1llionz,M1llionz,2020-07-09,219297,57,0.697,0.156,0.516,0.0,0.33,-8.645,0.37,144.047,0.607
275,Moss Garden - 2017 Remaster,"""Heroes"" (2017 Remaster)",David Bowie,1977,305866,34,0.291,0.386,0.195,0.89,0.158,-18.133,0.0321,82.904,0.183
276,You Can Give But You Can't Take,"Soul Treasures of Amy, Mala, & Bell Records (1963-1969)",Various Artists,2016,225600,6,0.697,0.697,0.503,2.31e-06,0.4,-8.405,0.0533,108.0,0.843
277,This Time Tomorrow,Sizzling Sirens of Classic Soul,Various Artists,2014-12-19,164559,0,0.205,0.275,0.624,1.14e-06,0.194,-7.235,0.044,172.595,0.687
278,Fluid,Think Pink (50th Anniversary Edition),Twink,1970-04-01,246442,14,0.221,0.0493,0.911,0.837,0.42,-5.824,0.0908,134.805,0.103
279,Confession,Jason's Fleece,Jason's Fleece,1970-01-01,204280,3,0.77,0.0587,0.476,0.262,0.0991,-12.131,0.0441,126.646,0.591
280,We Love You Malcolm X,Cosmic Paradise / Peace In The World,Michael Cosmic,2018-04-21,489163,3,0.342,0.0142,0.352,0.000905,0.332,-17.373,0.054,71.517,0.294
281,Descripción,Elia y Elizabeth,Elia y Elizabeth,1972-07-10,175728,15,0.608,0.628,0.217,0.0,0.246,-16.364,0.0336,105.025,0.604
282,Zvichapera,Zvichapera,Chiwoniso,2015-05-18,245000,42,0.681,0.842,0.436,4.19e-05,0.154,-9.514,0.0767,110.273,0.606
283,Alien Mode,Alien Mode,Pearson Sound,2020-07-10,363240,31,0.771,0.0581,0.977,0.908,0.0908,-7.348,0.0736,136.012,0.578
284,Love Minus Zero,Love Minus Zero,Tiga,2020-07-06,313212,35,0.628,0.00502,0.913,0.828,0.386,-3.562,0.0515,137.017,0.344
285,Calamine - Radio Mix,Glasshead,Four Tet,1999-07-12,472640,6,0.492,0.0367,0.644,0.837,0.0945,-8.924,0.0525,131.968,0.68
286,I. Miss. Raving.,I. Miss. Raving.,Elkka,2020-07-01,339452,19,0.783,0.0152,0.826,0.892,0.144,-10.229,0.0395,132.005,0.219
287,Operation,Instinct 07,Instinct (UK),2019-09-27,345106,30,0.93,0.00309,0.673,0.881,0.11,-10.043,0.136,134.992,0.699
288,Emotional Melodical,For You,India Jordan,2020-05-20,305706,13,0.557,0.0472,0.947,0.95,0.135,-10.072,0.0392,139.986,0.617
289,Prospect (ft. Lil Baby),I'm Gone,iann dior,2020-06-12,226313,67,0.816,0.203,0.579,0.0,0.127,-6.097,0.0867,120.078,0.43
290,This One,This One,KO,2020-04-30,136170,27,0.623,0.121,0.626,0.0,0.37,-7.891,0.318,141.019,0.77
291,Sister - Floating Points Remix,Never Come Back / Sister (Floating Points Remixes),Caribou,2020-06-30,423309,0,0.783,0.0282,0.229,0.888,0.0766,-12.514,0.0552,124.998,0.206
292,Damn Skippy!,"Peach Pals, Vol. 1",Various Artists,2020-06-19,347313,12,0.796,0.00147,0.845,0.882,0.0915,-7.294,0.0554,129.011,0.36
293,Womxn - Logic1000 Remix,Womxn (Logic1000 Remix),Låpsley,2020-07-01,281892,0,0.753,0.000213,0.651,0.282,0.105,-6.818,0.0884,126.008,0.364
294,Welcome Rain In Banana Grove,Music of a Timeless Earth,Various Artists,1980-01-01,464080,5,0.365,0.418,0.597,0.87,0.0372,-14.033,0.0335,90.053,0.563
295,Misnomer - Long Version,Misnomer,Four Tet,1999-01-11,409443,9,0.638,0.429,0.585,0.0369,0.139,-11.313,0.0581,107.136,0.792
296,Charm,Misnomer,Four Tet,1999-01-11,304026,7,0.29,0.83,0.239,0.566,0.184,-21.487,0.0425,78.772,0.188
297,The Space of Two Weeks,Dialogue,Four Tet,1999-02-15,350600,15,0.833,0.375,0.595,0.903,0.119,-13.032,0.114,121.961,0.355
298,Chiron,Dialogue,Four Tet,1999-02-15,323626,15,0.565,0.272,0.675,0.777,0.108,-12.394,0.0533,170.063,0.435
299,Thirtysixtwentyfive,Thirtysixtwentyfive,Four Tet,1998-07-27,2185178,10,0.678,0.155,0.492,0.524,0.0792,-8.628,0.044,131.982,0.0901
300,An Argument,Barking to Gospel,Dog Unit,2020-06-19,443749,7,0.373,0.783,0.427,0.855,0.0819,-12.226,0.0299,138.85,0.154
301,Yoga,Yoga,645AR,2020-04-03,91200,51,0.864,0.038,0.613,0.0,0.123,-6.505,0.781,150.067,0.169
302,Green Street,Gremlinz (The Instrumentals 2003-2009),Terror Danjah,2009-09-28,214400,3,0.769,5.83e-05,0.735,0.741,0.137,-5.467,0.0716,144.792,0.534
303,Pricks,Grime MC,Jme,2020-06-01,211891,34,0.778,0.565,0.908,5.68e-06,0.206,-6.697,0.451,145.11,0.515
304,last days of the Montreal's summer you spoke softly 183,Pleasant Stay But I Wont Come Back,Machine Woman,2020-06-05,292231,13,0.776,0.0687,0.896,0.914,0.312,-9.133,0.0638,138.02,0.679
305,Arable,Unbroken Dreams Of light,Various Artists,2020-06-05,382868,3,0.79,0.257,0.824,0.929,0.116,-6.237,0.0539,127.994,0.686
306,Back2Black,Back2Black,King Britt,2020-06-05,460312,6,0.795,0.000463,0.816,0.915,0.106,-10.42,0.0723,127.985,0.343
307,West Abyssinia,King David's Melody - Classic Instrumentals & Dubs,Augustus Pablo,2017-02-17,200426,18,0.765,0.0479,0.569,0.885,0.104,-10.108,0.0399,121.991,0.653
308,High Times,Dubwise/Roots Underground,Tribesman Assault,2006-03-07,236852,6,0.623,0.0226,0.581,0.919,0.0852,-7.979,0.0726,143.202,0.432
309,Trials And Crosses,"12"""" Rulers - Linval Thompson",Various Artists,2008,396706,12,0.803,0.0821,0.433,0.000945,0.121,-10.447,0.177,138.052,0.82
310,Axe,Akai s950 Beats (1998-1999),Egon,2020-02-21,138106,9,0.552,0.0306,0.785,0.895,0.174,-11.618,0.0289,95.579,0.707
311,アフロ・ブルー,アフロ・ブルー,Dee Dee Bridgewater,2014-03-26,507133,7,0.299,0.411,0.613,0.00264,0.0761,-8.403,0.0772,71.425,0.311
312,Things Have Got To Change,Things Have Got To Change,Archie Shepp,1971-01-01,1013706,6,0.297,0.0265,0.733,0.000268,0.374,-12.096,0.211,108.097,0.247
313,Triptych: Prayer/Protest/Peace,Remember 1959-1961 Vol.2,Abbey Lincoln,2013-11-16,488213,10,0.406,0.764,0.221,0.0674,0.0893,-12.937,0.0549,132.536,0.0497
314,Domiabra,The Black Ark,Noah Howard,2012-04-17,632506,5,0.334,0.125,0.702,0.132,0.277,-11.408,0.099,90.979,0.338
315,Black Rhythm Happening - Remastered,Black Rhythm Happening,Eddie Gale,1969,177146,19,0.593,0.431,0.669,2.6e-06,0.0844,-11.643,0.0623,121.055,0.646
316,After Birmingham,Boss Soul: 12 Poems by Sarah Webster Fabio,Sarah Webster Fabio,1972-01-01,141800,2,0.685,0.882,0.051,6.25e-05,0.104,-24.684,0.235,142.347,0.217
317,Long Time Black,Soul Jazz Records Presents STEVE REID: Nova,Steve Reid,2019-02-15,482706,3,0.397,0.00223,0.355,0.545,0.123,-12.786,0.0472,145.073,0.34
318,Black Woman,Black Woman,Sonny Sharrock,1969,314000,24,0.169,0.0111,0.725,0.0,0.104,-10.903,0.0623,114.525,0.196
319,Universal Consciousness,Universal Consciousness,Alice Coltrane,1971-01-01,302093,19,0.169,0.0288,0.87,0.693,0.0645,-8.669,0.227,82.44,0.307
320,Fanfare for the Warriors,Fanfare For The Warriors,Art Ensemble Of Chicago,1974,478600,6,0.202,0.18,0.755,0.00806,0.359,-11.329,0.0841,68.277,0.199
321,Legacy - Rudy Van Gelder Edition/2006 Digital Remaster,Compulsion,Andrew Hill,2007-01-01,348560,6,0.574,0.752,0.699,0.455,0.0856,-11.025,0.0726,123.821,0.501
322,Black Unity,Black Unity,Pharoah Sanders,1997-01-01,2241200,0,0.29,0.369,0.753,0.128,0.689,-12.618,0.078,137.469,0.452
323,̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ఠీੂ೧ູ࿃ूੂ✧ළʅ͡͡͡͡͡͡͡͡͡͡͡(ƪ❍⊁◞..◟⊀ ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ,ooo ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ oʅ͡͡͡͡͡͡͡͡͡͡͡( ؞ৢ؞ؙؖ⁽⁾˜ัิีึื์๎้็๋๊⦁0 ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ఠీੂ೧ູ࿃ूੂ,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2020-05-29,337500,31,0.728,0.424,0.576,0.722,0.103,-9.871,0.0387,127.981,0.0987
324,Islas Canarias,I Can Hear the Birds,Totally Enormous Extinct Dinosaurs,2020-05-27,190746,30,0.204,0.98,0.223,0.888,0.309,-16.856,0.0475,92.732,0.206
325,SKYBOX,WUNNA,Gunna,2020-05-22,178093,55,0.78,0.132,0.635,0.0,0.1,-7.917,0.17,140.997,0.371
326,Drawing a Blank,Dislocation Songs,Awkward Corners,2020-05-22,157500,5,0.863,0.0839,0.433,0.507,0.0861,-17.032,0.096,116.452,0.849
327,Acid Skittles,Session Fries,Alex Bonney,2018-05-18,164516,1,0.391,0.514,0.606,0.957,0.21,-12.605,0.0387,111.645,0.228
328,Lookin Glass,The Quadraplex EP,DJ Food,2001-02-01,440066,5,0.436,0.085,0.568,0.89,0.0886,-11.79,0.0504,119.27,0.171
